section_title,section_type,classification_label,code,descriptor,period,duration,variable1_label,variable1_code,variable1_descriptor,variable2_label,variable2_code,variable2_descriptor,value_type_description,value,value_label,decimals,confidentiality_indicator,confidentiality_label,final_indicator,final_label,last_updated_at_source
Births and deaths,,Ethnic group,37144,Tuvaluan,2015,Year ended March,Births and deaths,BTH,Live births,,,,Count,,,0,..,not available,,,2026-05-26 11:30:50+00
Births and deaths,,Ethnic group,37144,Tuvaluan,2016,Year ended March,Births and deaths,BTH,Live births,,,,Count,,,0,..,not available,,,2026-05-26 11:30:50+00
Births and deaths,,Ethnic group,37144,Tuvaluan,2017,Year ended March,Births and deaths,BTH,Live births,,,,Count,,,0,..,not available,,,2026-05-26 11:30:50+00
Births and deaths,,Ethnic group,37144,Tuvaluan,2018,Year ended March,Births and deaths,BTH,Live births,,,,Count,,,0,..,not available,,,2026-05-26 11:30:50+00
Births and deaths,,Ethnic group,37144,Tuvaluan,2019,Year ended March,Births and deaths,BTH,Live births,,,,Count,,,0,..,not available,,,2026-05-26 11:30:50+00
Births and deaths,,Ethnic group,37144,Tuvaluan,2020,Year ended March,Births and deaths,BTH,Live births,,,,Count,,,0,..,not available,,,2026-05-26 11:30:50+00
Births and deaths,,Ethnic group,37144,Tuvaluan,2021,Year ended March,Births and deaths,BTH,Live births,,,,Count,,,0,..,not available,,,2026-05-26 11:30:50+00
Births and deaths,,Ethnic group,37144,Tuvaluan,2022,Year ended March,Births and deaths,BTH,Live births,,,,Count,,,0,..,not available,,,2026-05-26 11:30:50+00
Births and deaths,,Ethnic group,37144,Tuvaluan,2023,Year ended March,Births and deaths,BTH,Live births,,,,Count,,,0,..,not available,,,2026-05-26 11:30:50+00
Births and deaths,,Ethnic group,37144,Tuvaluan,2024,Year ended March,Births and deaths,BTH,Live births,,,,Count,,,0,..,not available,,,2026-05-26 11:30:50+00
Births and deaths,,Ethnic group,37144,Tuvaluan,2025,Year ended March,Births and deaths,BTH,Live births,,,,Count,,,0,..,not available,,,2026-05-26 11:30:50+00
Births and deaths,,Ethnic group,37144,Tuvaluan,2026,Year ended March,Births and deaths,BTH,Live births,,,,Count,,,0,..,not available,,,2026-05-26 11:30:50+00
Births and deaths,,Ethnic group,37144,Tuvaluan,2001,Year ended March,Births and deaths,DTH,Deaths,,,,Count,,,0,..,not available,,,2026-05-26 11:30:50+00
Births and deaths,,Ethnic group,37144,Tuvaluan,2002,Year ended March,Births and deaths,DTH,Deaths,,,,Count,,,0,..,not available,,,2026-05-26 11:30:50+00
Births and deaths,,Ethnic group,37144,Tuvaluan,2003,Year ended March,Births and deaths,DTH,Deaths,,,,Count,,,0,..,not available,,,2026-05-26 11:30:50+00
Births and deaths,,Ethnic group,37144,Tuvaluan,2004,Year ended March,Births and deaths,DTH,Deaths,,,,Count,,,0,..,not available,,,2026-05-26 11:30:50+00
Births and deaths,,Ethnic group,37144,Tuvaluan,2005,Year ended March,Births and deaths,DTH,Deaths,,,,Count,,,0,..,not available,,,2026-05-26 11:30:50+00
Births and deaths,,Ethnic group,37144,Tuvaluan,2006,Year ended March,Births and deaths,DTH,Deaths,,,,Count,,,0,..,not available,,,2026-05-26 11:30:50+00
Births and deaths,,Ethnic group,37144,Tuvaluan,2007,Year ended March,Births and deaths,DTH,Deaths,,,,Count,,,0,..,not available,,,2026-05-26 11:30:50+00
Births and deaths,,Ethnic group,37144,Tuvaluan,2008,Year ended March,Births and deaths,DTH,Deaths,,,,Count,,,0,..,not available,,,2026-05-26 11:30:50+00
Births and deaths,,Ethnic group,37144,Tuvaluan,2009,Year ended March,Births and deaths,DTH,Deaths,,,,Count,,,0,..,not available,,,2026-05-26 11:30:50+00
Births and deaths,,Ethnic group,37144,Tuvaluan,2010,Year ended March,Births and deaths,DTH,Deaths,,,,Count,,,0,..,not available,,,2026-05-26 11:30:50+00
Births and deaths,,Ethnic group,37144,Tuvaluan,2011,Year ended March,Births and deaths,DTH,Deaths,,,,Count,,,0,..,not available,,,2026-05-26 11:30:50+00
Births and deaths,,Ethnic group,37144,Tuvaluan,2012,Year ended March,Births and deaths,DTH,Deaths,,,,Count,,,0,..,not available,,,2026-05-26 11:30:50+00
Births and deaths,,Ethnic group,37144,Tuvaluan,2013,Year ended March,Births and deaths,DTH,Deaths,,,,Count,,,0,..,not available,,,2026-05-26 11:30:50+00
Births and deaths,,Ethnic group,37144,Tuvaluan,2014,Year ended March,Births and deaths,DTH,Deaths,,,,Count,,,0,..,not available,,,2026-05-26 11:30:50+00
Births and deaths,,Ethnic group,37144,Tuvaluan,2015,Year ended March,Births and deaths,DTH,Deaths,,,,Count,,,0,..,not available,,,2026-05-26 11:30:50+00
Births and deaths,,Ethnic group,37144,Tuvaluan,2016,Year ended March,Births and deaths,DTH,Deaths,,,,Count,,,0,..,not available,,,2026-05-26 11:30:50+00
Births and deaths,,Ethnic group,37144,Tuvaluan,2017,Year ended March,Births and deaths,DTH,Deaths,,,,Count,,,0,..,not available,,,2026-05-26 11:30:50+00
Births and deaths,,Ethnic group,37144,Tuvaluan,2018,Year ended March,Births and deaths,DTH,Deaths,,,,Count,,,0,..,not available,,,2026-05-26 11:30:50+00
Births and deaths,,Ethnic group,37144,Tuvaluan,2019,Year ended March,Births and deaths,DTH,Deaths,,,,Count,,,0,..,not available,,,2026-05-26 11:30:50+00
Births and deaths,,Ethnic group,37144,Tuvaluan,2020,Year ended March,Births and deaths,DTH,Deaths,,,,Count,,,0,..,not available,,,2026-05-26 11:30:50+00
Births and deaths,,Ethnic group,37144,Tuvaluan,2021,Year ended March,Births and deaths,DTH,Deaths,,,,Count,,,0,..,not available,,,2026-05-26 11:30:50+00
Births and deaths,,Ethnic group,37144,Tuvaluan,2022,Year ended March,Births and deaths,DTH,Deaths,,,,Count,,,0,..,not available,,,2026-05-26 11:30:50+00
Births and deaths,,Ethnic group,37144,Tuvaluan,2023,Year ended March,Births and deaths,DTH,Deaths,,,,Count,,,0,..,not available,,,2026-05-26 11:30:50+00
Births and deaths,,Ethnic group,37144,Tuvaluan,2024,Year ended March,Births and deaths,DTH,Deaths,,,,Count,,,0,..,not available,,,2026-05-26 11:30:50+00
Births and deaths,,Ethnic group,37144,Tuvaluan,2025,Year ended March,Births and deaths,DTH,Deaths,,,,Count,,,0,..,not available,,,2026-05-26 11:30:50+00
Births and deaths,,Ethnic group,37144,Tuvaluan,2026,Year ended March,Births and deaths,DTH,Deaths,,,,Count,,,0,..,not available,,,2026-05-26 11:30:50+00
Average number of children born by age,,Ethnic group,37144,Tuvaluan,2023,Census,Five year age group,10,45-49 years,,,,Average,3.300000,children,1,,,,,2024-09-13 11:30:55+00
Average number of children born by age,,Ethnic group,37144,Tuvaluan,2023,Census,Five year age group,11,50-54 years,,,,Average,3.700000,children,1,,,,,2024-09-13 11:30:55+00
Average number of children born by age,,Ethnic group,37144,Tuvaluan,2023,Census,Five year age group,12,55-59 years,,,,Average,3.400000,children,1,,,,,2024-09-13 11:30:55+00
Average number of children born by age,,Ethnic group,37144,Tuvaluan,2023,Census,Five year age group,13,60-64 years,,,,Average,3.600000,children,1,,,,,2024-09-13 11:30:55+00
Average number of children born by age,,Ethnic group,37144,Tuvaluan,2023,Census,Five year age group,14,65-69 years,,,,Average,3.300000,children,1,,,,,2024-09-13 11:30:55+00
Average number of children born by age,,Ethnic group,37144,Tuvaluan,2023,Census,Five year age group,15,70-74 years,,,,Average,4.100000,children,1,,,,,2024-09-13 11:30:55+00
Average number of children born by age,,Ethnic group,37144,Tuvaluan,2023,Census,Five year age group,16,75-79 years,,,,Average,4.100000,children,1,,,,,2024-09-13 11:30:55+00
Average number of children born by age,,Ethnic group,37144,Tuvaluan,2023,Census,Five year age group,17,80-84 years,,,,Average,3.500000,children,1,,,,,2024-09-13 11:30:55+00
Average number of children born by age,,Ethnic group,37144,Tuvaluan,2023,Census,Five year age group,18,85-89 years,,,,Average,,children,1,C,confidential,,,2024-09-13 11:30:55+00
Average number of children born by age,,Ethnic group,37144,Tuvaluan,2023,Census,Five year age group,19,90 years and over,,,,Average,,children,1,C,confidential,,,2024-09-13 11:30:55+00
Average number of children born by age,,Ethnic group,37144,Tuvaluan,2023,Census,Five year age group,4,15-19 years,,,,Average,0.000000,children,1,,,,,2024-09-13 11:30:55+00
Average number of children born by age,,Ethnic group,37144,Tuvaluan,2023,Census,Five year age group,5,20-24 years,,,,Average,0.300000,children,1,,,,,2024-09-13 11:30:55+00
Average number of children born by age,,Ethnic group,37144,Tuvaluan,2023,Census,Five year age group,6,25-29 years,,,,Average,1.100000,children,1,,,,,2024-09-13 11:30:55+00
Average number of children born by age,,Ethnic group,37144,Tuvaluan,2023,Census,Five year age group,7,30-34 years,,,,Average,2.200000,children,1,,,,,2024-09-13 11:30:55+00
Average number of children born by age,,Ethnic group,37144,Tuvaluan,2023,Census,Five year age group,8,35-39 years,,,,Average,3.100000,children,1,,,,,2024-09-13 11:30:55+00
Average number of children born by age,,Ethnic group,37144,Tuvaluan,2023,Census,Five year age group,9,40-44 years,,,,Average,3.400000,children,1,,,,,2024-09-13 11:30:55+00
Life expectancy at birth by sex,,Ethnic group,37144,Tuvaluan,2005-2007,,Sex,1,Male / Tāne,,,,Median,,years,1,..,not available,,,2024-03-15 11:15:45+00
Life expectancy at birth by sex,,Ethnic group,37144,Tuvaluan,2012-2014,,Sex,1,Male / Tāne,,,,Median,,years,1,..,not available,,,2024-03-15 11:15:45+00
Life expectancy at birth by sex,,Ethnic group,37144,Tuvaluan,2017-2019,,Sex,1,Male / Tāne,,,,Median,,years,1,..,not available,,,2024-03-15 11:15:45+00
Life expectancy at birth by sex,,Ethnic group,37144,Tuvaluan,2022-2024,,Sex,1,Male / Tāne,,,,Median,,years,1,..,not available,,,2025-10-23 10:23:10+00
Life expectancy at birth by sex,,Ethnic group,37144,Tuvaluan,2005-2007,,Sex,2,Female / Wahine,,,,Median,,years,1,..,not available,,,2024-03-15 11:15:45+00
Life expectancy at birth by sex,,Ethnic group,37144,Tuvaluan,2012-2014,,Sex,2,Female / Wahine,,,,Median,,years,1,..,not available,,,2024-03-15 11:15:45+00
Life expectancy at birth by sex,,Ethnic group,37144,Tuvaluan,2017-2019,,Sex,2,Female / Wahine,,,,Median,,years,1,..,not available,,,2024-03-15 11:15:45+00
Life expectancy at birth by sex,,Ethnic group,37144,Tuvaluan,2022-2024,,Sex,2,Female / Wahine,,,,Median,,years,1,..,not available,,,2025-10-23 10:23:10+00
Regional council area of usual residence,,Ethnic group,37144,Tuvaluan,2023,Census,Regional council,1,Northland Region,,,,Count,219.000000,,0,,,,,2024-07-15 10:13:49+00
Regional council area of usual residence,,Ethnic group,37144,Tuvaluan,2023,Census,Regional council,12,West Coast Region,,,,Count,9.000000,,0,,,,,2024-07-15 10:13:49+00
Regional council area of usual residence,,Ethnic group,37144,Tuvaluan,2023,Census,Regional council,13,Canterbury Region,,,,Count,141.000000,,0,,,,,2024-07-15 10:13:49+00
Regional council area of usual residence,,Ethnic group,37144,Tuvaluan,2023,Census,Regional council,14,Otago Region,,,,Count,333.000000,,0,,,,,2024-07-15 10:13:49+00
Regional council area of usual residence,,Ethnic group,37144,Tuvaluan,2023,Census,Regional council,15,Southland Region,,,,Count,39.000000,,0,,,,,2024-07-15 10:13:49+00
Regional council area of usual residence,,Ethnic group,37144,Tuvaluan,2023,Census,Regional council,16,Tasman Region,,,,Count,12.000000,,0,,,,,2024-07-15 10:13:49+00
Regional council area of usual residence,,Ethnic group,37144,Tuvaluan,2023,Census,Regional council,17,Nelson Region,,,,Count,9.000000,,0,,,,,2024-07-15 10:13:49+00
Regional council area of usual residence,,Ethnic group,37144,Tuvaluan,2023,Census,Regional council,18,Marlborough Region,,,,Count,24.000000,,0,,,,,2024-07-15 10:13:49+00
Regional council area of usual residence,,Ethnic group,37144,Tuvaluan,2023,Census,Regional council,2,Auckland Region,,,,Count,4416.000000,,0,,,,,2024-07-15 10:13:49+00
Regional council area of usual residence,,Ethnic group,37144,Tuvaluan,2023,Census,Regional council,3,Waikato Region,,,,Count,210.000000,,0,,,,,2024-07-15 10:13:49+00
Regional council area of usual residence,,Ethnic group,37144,Tuvaluan,2023,Census,Regional council,4,Bay of Plenty Region,,,,Count,240.000000,,0,,,,,2024-07-15 10:13:49+00
Regional council area of usual residence,,Ethnic group,37144,Tuvaluan,2023,Census,Regional council,5,Gisborne Region,,,,Count,15.000000,,0,,,,,2024-07-15 10:13:49+00
Regional council area of usual residence,,Ethnic group,37144,Tuvaluan,2023,Census,Regional council,6,Hawke's Bay Region,,,,Count,141.000000,,0,,,,,2024-07-15 10:13:49+00
Regional council area of usual residence,,Ethnic group,37144,Tuvaluan,2023,Census,Regional council,7,Taranaki Region,,,,Count,45.000000,,0,,,,,2024-07-15 10:13:49+00
Regional council area of usual residence,,Ethnic group,37144,Tuvaluan,2023,Census,Regional council,8,Manawatū-Whanganui Region,,,,Count,132.000000,,0,,,,,2024-07-15 10:13:49+00
Regional council area of usual residence,,Ethnic group,37144,Tuvaluan,2023,Census,Regional council,9,Wellington Region,,,,Count,597.000000,,0,,,,,2024-07-15 10:13:49+00
Regional council area of usual residence,,Ethnic group,37144,Tuvaluan,2023,Census,Regional council,99,Area Outside Region,,,,Count,0.000000,,0,,,,,2024-07-15 10:13:49+00
Regional council area of usual residence,,Ethnic group,37144,Tuvaluan,2023,Census,Regional council,1,Northland Region,,,,Percent,3.300000,percent,1,,,,,2024-07-15 10:14:19+00
Regional council area of usual residence,,Ethnic group,37144,Tuvaluan,2023,Census,Regional council,12,West Coast Region,,,,Percent,0.100000,percent,1,,,,,2024-07-15 10:14:19+00
Regional council area of usual residence,,Ethnic group,37144,Tuvaluan,2023,Census,Regional council,13,Canterbury Region,,,,Percent,2.100000,percent,1,,,,,2024-07-15 10:14:19+00
Regional council area of usual residence,,Ethnic group,37144,Tuvaluan,2023,Census,Regional council,14,Otago Region,,,,Percent,5.100000,percent,1,,,,,2024-07-15 10:14:19+00
Regional council area of usual residence,,Ethnic group,37144,Tuvaluan,2023,Census,Regional council,15,Southland Region,,,,Percent,0.600000,percent,1,,,,,2024-07-15 10:14:19+00
Regional council area of usual residence,,Ethnic group,37144,Tuvaluan,2023,Census,Regional council,16,Tasman Region,,,,Percent,0.200000,percent,1,,,,,2024-07-15 10:14:19+00
Regional council area of usual residence,,Ethnic group,37144,Tuvaluan,2023,Census,Regional council,17,Nelson Region,,,,Percent,0.100000,percent,1,,,,,2024-07-15 10:14:19+00
Regional council area of usual residence,,Ethnic group,37144,Tuvaluan,2023,Census,Regional council,18,Marlborough Region,,,,Percent,0.400000,percent,1,,,,,2024-07-15 10:14:19+00
Regional council area of usual residence,,Ethnic group,37144,Tuvaluan,2023,Census,Regional council,2,Auckland Region,,,,Percent,67.100000,percent,1,,,,,2024-07-15 10:14:19+00
Regional council area of usual residence,,Ethnic group,37144,Tuvaluan,2023,Census,Regional council,3,Waikato Region,,,,Percent,3.200000,percent,1,,,,,2024-07-15 10:14:19+00
Regional council area of usual residence,,Ethnic group,37144,Tuvaluan,2023,Census,Regional council,4,Bay of Plenty Region,,,,Percent,3.600000,percent,1,,,,,2024-07-15 10:14:19+00
Regional council area of usual residence,,Ethnic group,37144,Tuvaluan,2023,Census,Regional council,5,Gisborne Region,,,,Percent,0.200000,percent,1,,,,,2024-07-15 10:14:19+00
Regional council area of usual residence,,Ethnic group,37144,Tuvaluan,2023,Census,Regional council,6,Hawke's Bay Region,,,,Percent,2.100000,percent,1,,,,,2024-07-15 10:14:19+00
Regional council area of usual residence,,Ethnic group,37144,Tuvaluan,2023,Census,Regional council,7,Taranaki Region,,,,Percent,0.700000,percent,1,,,,,2024-07-15 10:14:19+00
Regional council area of usual residence,,Ethnic group,37144,Tuvaluan,2023,Census,Regional council,8,Manawatū-Whanganui Region,,,,Percent,2.000000,percent,1,,,,,2024-07-15 10:14:19+00
Regional council area of usual residence,,Ethnic group,37144,Tuvaluan,2023,Census,Regional council,9,Wellington Region,,,,Percent,9.100000,percent,1,,,,,2024-07-15 10:14:19+00
Regional council area of usual residence,,Ethnic group,37144,Tuvaluan,2023,Census,Regional council,99,Area Outside Region,,,,Percent,0.000000,percent,1,,,,,2024-07-15 10:14:19+00
Auckland local board area of usual residence,,Ethnic group,37144,Tuvaluan,2023,Census,Auckland local board,7601,Rodney Local Board Area,,,,Count,126.000000,,0,,,,,2024-07-15 11:36:53+00
Auckland local board area of usual residence,,Ethnic group,37144,Tuvaluan,2023,Census,Auckland local board,7602,Hibiscus and Bays Local Board Area,,,,Count,39.000000,,0,,,,,2024-07-15 11:36:53+00
Auckland local board area of usual residence,,Ethnic group,37144,Tuvaluan,2023,Census,Auckland local board,7603,Upper Harbour Local Board Area,,,,Count,66.000000,,0,,,,,2024-07-15 11:36:53+00
Auckland local board area of usual residence,,Ethnic group,37144,Tuvaluan,2023,Census,Auckland local board,7604,Kaipātiki Local Board Area,,,,Count,81.000000,,0,,,,,2024-07-15 11:36:53+00
Auckland local board area of usual residence,,Ethnic group,37144,Tuvaluan,2023,Census,Auckland local board,7605,Devonport-Takapuna Local Board Area,,,,Count,27.000000,,0,,,,,2024-07-15 11:36:53+00
Auckland local board area of usual residence,,Ethnic group,37144,Tuvaluan,2023,Census,Auckland local board,7606,Henderson-Massey Local Board Area,,,,Count,2250.000000,,0,,,,,2024-07-15 11:36:53+00
Auckland local board area of usual residence,,Ethnic group,37144,Tuvaluan,2023,Census,Auckland local board,7607,Waitākere Ranges Local Board Area,,,,Count,330.000000,,0,,,,,2024-07-15 11:36:53+00
Auckland local board area of usual residence,,Ethnic group,37144,Tuvaluan,2023,Census,Auckland local board,7608,Aotea/Great Barrier Local Board Area,,,,Count,0.000000,,0,,,,,2024-07-15 11:36:53+00
Auckland local board area of usual residence,,Ethnic group,37144,Tuvaluan,2023,Census,Auckland local board,7609,Waiheke Local Board Area,,,,Count,0.000000,,0,,,,,2024-07-15 11:36:53+00
Auckland local board area of usual residence,,Ethnic group,37144,Tuvaluan,2023,Census,Auckland local board,7610,Waitematā Local Board Area,,,,Count,33.000000,,0,,,,,2024-07-15 11:36:53+00
Auckland local board area of usual residence,,Ethnic group,37144,Tuvaluan,2023,Census,Auckland local board,7611,Whau Local Board Area,,,,Count,381.000000,,0,,,,,2024-07-15 11:36:53+00
Auckland local board area of usual residence,,Ethnic group,37144,Tuvaluan,2023,Census,Auckland local board,7612,Albert-Eden Local Board Area,,,,Count,39.000000,,0,,,,,2024-07-15 11:36:53+00
Auckland local board area of usual residence,,Ethnic group,37144,Tuvaluan,2023,Census,Auckland local board,7613,Puketāpapa Local Board Area,,,,Count,54.000000,,0,,,,,2024-07-15 11:36:53+00
Auckland local board area of usual residence,,Ethnic group,37144,Tuvaluan,2023,Census,Auckland local board,7614,Ōrākei Local Board Area,,,,Count,15.000000,,0,,,,,2024-07-15 11:36:53+00
Auckland local board area of usual residence,,Ethnic group,37144,Tuvaluan,2023,Census,Auckland local board,7615,Maungakiekie-Tāmaki Local Board Area,,,,Count,123.000000,,0,,,,,2024-07-15 11:36:53+00
Auckland local board area of usual residence,,Ethnic group,37144,Tuvaluan,2023,Census,Auckland local board,7616,Howick Local Board Area,,,,Count,45.000000,,0,,,,,2024-07-15 11:36:53+00
Auckland local board area of usual residence,,Ethnic group,37144,Tuvaluan,2023,Census,Auckland local board,7617,Māngere-Ōtāhuhu Local Board Area,,,,Count,255.000000,,0,,,,,2024-07-15 11:36:53+00
Auckland local board area of usual residence,,Ethnic group,37144,Tuvaluan,2023,Census,Auckland local board,7618,Ōtara-Papatoetoe Local Board Area,,,,Count,135.000000,,0,,,,,2024-07-15 11:36:53+00
Auckland local board area of usual residence,,Ethnic group,37144,Tuvaluan,2023,Census,Auckland local board,7619,Manurewa Local Board Area,,,,Count,204.000000,,0,,,,,2024-07-15 11:36:53+00
